sample	junction	class	frame_class	variants	complex_class	frame_count
BRE003	chr1_11404233_+:chr1_11420858_-	intergenic	_			NA
BRE003	chr1_21019509_-:chr1_147391982_+	intergenic	_			NA
BRE003	chr1_32761536_+:chr14_106564352_+	intergenic	_			NA
BRE003	chr1_39076373_+:chr1_39079310_-	intergenic	_			NA
BRE003	chr1_40208190_+:chr1_40214830_-	intragenic	_			NA
BRE003	chr1_66737146_+:chr1_66876314_-	intergenic	_			NA
BRE003	chr1_66751511_+:chr1_66841515_-	intergenic	_			NA
BRE003	chr1_87608014_+:chr1_87615535_-	intragenic	_			NA
BRE003	chr1_95349917_+:chr1_95381685_-	intergenic	_			NA
BRE003	chr1_145375584_+:chr1_145400203_-	gene_intergenic	_			NA
BRE003	chr1_149047889_+:chr1_149054228_-	intragenic	_			NA
BRE003	chr1_151108138_+:chr1_151116391_+	intragenic	_			NA
BRE003	chr1_151108817_-:chr1_151109640_-	intragenic	_			NA
BRE003	chr1_151568944_+:chr1_151587901_-	gene_intergenic	_			NA
BRE003	chr1_151631859_+:chr1_151807209_-	intergenic	_			NA
BRE003	chr1_152180058_-:chr1_152180123_+	intragenic	_			NA
BRE003	chr1_160155680_-:chr1_160156440_+	intragenic	_			NA
BRE003	chr1_169436450_-:chr1_169551787_+	gene_gene	_			NA
BRE003	chr1_173826908_-:chr1_226444337_+	gene_intergenic	_			NA
BRE003	chr1_196570844_+:chr1_196586976_-	gene_intergenic	_			NA
BRE003	chr10_11201954_-:chr1_206641788_-	gene_intergenic	_			NA
BRE003	chr1_211050956_+:chr1_211054340_-	intragenic	_			NA
BRE003	chr1_244502208_+:chr1_244522640_-	gene_intergenic	_			NA
BRE003	chr2_38999436_-:chr2_71014684_+	gene_intergenic	_			NA
BRE003	chr2_42754509_+:chr2_43452224_-	intergenic	_			NA
BRE003	chr2_44523127_-:chr2_44523180_+	intragenic	_			NA
BRE003	chr2_75669240_+:chr2_76843911_-	intergenic	_			NA
BRE003	chr2_84985360_+:chr2_84992529_-	intragenic	_			NA
BRE003	chr2_85220717_+:chr2_85233704_-	intragenic	_			NA
BRE003	chr2_97885026_+:chr2_155243203_-	gene_gene	_			NA
BRE003	chr2_97885031_-:chr2_149906442_-	gene_intergenic	_			NA
BRE003	chr2_120303901_+:chr2_120314834_-	intragenic	_			NA
BRE003	chr2_138045733_+:chr2_138045827_-	intragenic	_			NA
BRE003	chr2_138613118_+:chr2_138622294_-	intergenic	_			NA
BRE003	chr2_140254496_+:chr2_140255184_-	intergenic	_			NA
BRE003	chr2_149906443_+:chr2_155243208_+	intergenic	_			NA
BRE003	chr2_160073336_-:chr2_242657843_+	gene_gene	_			NA
BRE003	chr2_171047036_-:chr2_171047070_+	intragenic	_			NA
BRE003	chr2_203083747_-:chr2_203083782_+	intragenic	_			NA
BRE003	chr2_223187972_+:chr2_223202583_-	intragenic	_			NA
BRE003	chr11_15342878_+:chr2_231267878_+	intergenic	_			NA
BRE003	chr3_22252991_-:chr3_22253033_+	intragenic	_			NA
BRE003	chr3_30944797_+:chr3_33200082_-	intergenic	_			NA
BRE003	chr3_32016277_+:chr3_32037725_-	intragenic	_			NA
BRE003	chr3_97575446_+:chr3_97828133_-	intergenic	_			NA
BRE003	chr3_97580042_+:chr3_97948589_-	intergenic	_			NA
BRE003	chr3_124419104_+:chr3_124429067_-	intragenic	_			NA
BRE003	chr3_128568454_+:chr3_128640152_-	intergenic	_			NA
BRE003	chr3_135386537_-:chr3_135386574_+	intergenic	_			NA
BRE003	chr3_142966183_+:chr3_142966565_-	intergenic	_			NA
BRE003	chr3_147477432_-:chr3_147477484_+	intergenic	_			NA
BRE003	chr3_149338132_+:chr3_149341465_-	intragenic	_			NA
BRE003	chr3_150627570_+:chr3_150636358_-	intragenic	_			NA
BRE003	chr12_132311928_-:chr3_157467916_-	intergenic	_			NA
BRE003	chr10_66861712_-:chr3_160962008_+	intergenic	_			NA
BRE003	chr3_163898067_-:chr3_186492514_-	intergenic	_			NA
BRE003	chr3_163898073_+:chr3_186492515_+	intergenic	_			NA
BRE003	chr3_170455097_-:chr3_170455140_+	intragenic	_			NA
BRE003	chr3_171928324_+:chr3_171933599_-	intragenic	_			NA
BRE003	chr3_174843230_+:chr3_174858168_-	intragenic	_			NA
BRE003	chr3_191431285_+:chr3_191437432_-	intergenic	_			NA
BRE003	chr3_193337793_-:chr3_193337829_+	intragenic	_			NA
BRE003	chr13_93527455_-:chr3_196798145_+	gene_intergenic	_			NA
BRE003	chr4_958223_-:chr4_958267_+	intragenic	_			NA
BRE003	chr4_3103061_-:chr4_3103122_+	intragenic	_			NA
BRE003	chr4_22239504_-:chr4_22239540_+	intragenic	_			NA
BRE003	chr4_22917191_-:chr22_29066121_-	intergenic	_			NA
BRE003	chr4_47241980_-:chr4_47242063_+	intragenic	_			NA
BRE003	chr4_90740652_+:chr4_90904970_-	gene_intergenic	_			NA
BRE003	chr4_109909847_-:chr4_109911299_+	intragenic	_			NA
BRE003	chr4_157605699_+:chr4_157607824_-	gene_intergenic	_			NA
BRE003	chr22_29066121_-:chr4_179370216_+	intergenic	_			NA
BRE003	chr5_8742741_-:chr5_8742776_+	intergenic	_			NA
BRE003	chr5_9696494_+:chr22_29066424_-	gene_gene	_			NA
BRE003	chr5_9696499_-:chr22_29066243_+	gene_gene	_			NA
BRE003	chr5_15580917_+:chr5_15585551_-	intragenic	_			NA
BRE003	chr5_24953304_-:chr5_24953364_+	intergenic	_			NA
BRE003	chr5_127898395_+:chr5_127905766_-	intragenic	_			NA
BRE003	chr5_148870261_+:chr5_148885464_-	intergenic	_			NA
BRE003	chr5_160925800_+:chr5_160926063_-	intragenic	_			NA
BRE003	chr6_1076964_+:chr6_1080797_-	gene_intergenic	_			NA
BRE003	chr6_13443174_-:chr6_13443379_+	intragenic	_			NA
BRE003	chr6_34934327_+:chr6_34948434_-	intragenic	_			NA
BRE003	chr6_41215684_+:chr6_41917411_-	intergenic	_			NA
BRE003	chr6_45797010_+:chr14_80792342_-	gene_intergenic	_			NA
BRE003	chr6_45802429_-:chr14_80792151_+	gene_intergenic	_			NA
BRE003	chr6_70516396_-:chr6_70516467_+	intergenic	_			NA
BRE003	chr6_72454718_+:chr6_72460226_-	intergenic	_			NA
BRE003	chr6_134324277_-:chr6_134324310_+	intragenic	_			NA
BRE003	chr6_157392782_+:chr6_157415626_-	intragenic	_			NA
BRE003	chr6_160534502_-:chr6_160534578_+	gene_intergenic	_			NA
BRE003	chr7_4531327_-:chr7_4531944_+	intergenic	_			NA
BRE003	chr7_20162671_+:chr7_20219534_-	gene_gene	_			NA
BRE003	chr7_27470253_-:chr7_27844721_+	intergenic	_			NA
BRE003	chr7_29612325_+:chr7_29685927_-	intergenic	_			NA
BRE003	chr7_69994159_+:chr7_69999720_-	intragenic	_			NA
BRE003	chr7_76906893_+:chr7_76907016_-	intragenic	_			NA
BRE003	chr7_105199290_+:chr7_105212489_-	gene_gene	_			NA
BRE003	chr7_123728298_+:chr7_123729715_-	intragenic	_			NA
BRE003	chr7_129735165_+:chr7_129743990_-	intragenic	_			NA
BRE003	chr7_145097536_-:chr7_145097578_+	intergenic	_			NA
BRE003	chr7_156587476_+:chr7_156630931_-	intragenic	_			NA
BRE003	chr7_157114723_+:chr7_157133968_-	gene_intergenic	_			NA
BRE003	chr8_24083485_+:chr8_24109646_-	intergenic	_			NA
BRE003	chr8_31543917_+:chr8_32464673_-	intragenic	_			NA
BRE003	chr8_32585167_+:chr8_32601981_-	intragenic	_			NA
BRE003	chr22_19950690_+:chr8_51082588_+	intergenic	_			NA
BRE003	chr8_73217344_+:chr10_96452463_-	gene_intergenic	_			NA
BRE003	chr8_73222324_-:chr10_96409687_+	intergenic	_			NA
BRE003	chr8_90265678_-:chr8_90265712_+	intergenic	_			NA
BRE003	chr8_94663147_+:chr8_94665486_-	intragenic	_			NA
BRE003	chr8_98063492_+:chr8_98140932_-	intragenic	_			NA
BRE003	chr8_113958176_-:chr8_113958234_+	intragenic	_			NA
BRE003	chr20_60983928_+:chr8_119515001_+	gene_intergenic	_			NA
BRE003	chr20_60987402_-:chr8_119515223_-	intergenic	_			NA
BRE003	chr8_121862102_-:chr8_121862480_+	intergenic	_			NA
BRE003	chr15_25322005_+:chr8_136977511_-	intergenic	_			NA
BRE003	chr15_25445579_-:chr8_136977533_+	gene_intergenic	_			NA
BRE003	chr8_141566488_+:chr8_142298892_+	gene_gene	_			NA
BRE003	chr8_142298264_-:chr8_142299510_-	intragenic	_			NA
BRE003	chr9_9947382_-:chr9_9948889_+	intragenic	_			NA
BRE003	chr9_37845779_-:chr9_37846079_+	intragenic	_			NA
BRE003	chr9_44231754_-:chr9_44232149_+	intergenic	_			NA
BRE003	chr9_89891935_-:chr9_89892604_+	intergenic	_			NA
BRE003	chr9_89892678_-:chr9_89892794_+	intergenic	_			NA
BRE003	chr9_89892968_-:chr9_89895342_+	intergenic	_			NA
BRE003	chr18_41055359_-:chr9_89895443_-	intergenic	_			NA
BRE003	chr9_127270000_+:chr9_127274586_-	intergenic	_			NA
BRE003	chr9_130830272_-:chr9_130830318_+	intragenic	_			NA
BRE003	chr9_131156021_-:chr9_131156055_+	intergenic	_			NA
BRE003	chr9_133288796_+:chr9_133324340_-	gene_gene	_			NA
BRE003	chr9_140268882_+:chr9_140307473_-	intragenic	_			NA
BRE003	chr10_3780250_-:chr10_3780285_+	intergenic	_			NA
BRE003	chr10_25404871_+:chr10_25407158_-	intragenic	_			NA
BRE003	chr10_43246051_-:chr10_43246189_+	intergenic	_			NA
BRE003	chr10_63804618_+:chr10_63886969_-	intergenic	_			NA
BRE003	chr10_88954184_+:chr10_88963982_-	intergenic	_			NA
BRE003	chr10_99921449_+:chr10_99921691_-	intragenic	_			NA
BRE003	chr10_100614981_-:chr10_124740810_+	intergenic	_			NA
BRE003	chr10_114507500_+:chr10_114567011_-	intragenic	_			NA
BRE003	chr11_243287_+:chr11_257442_-	intergenic	_			NA
BRE003	chr11_3779034_+:chr11_3921763_-	gene_intergenic	_			NA
BRE003	chr11_8974762_+:chr11_8987367_-	gene_intergenic	_			NA
BRE003	chr11_34907238_+:chr11_35948949_-	gene_intergenic	_			NA
BRE003	chr11_40850523_-:chr11_40850605_+	intragenic	_			NA
BRE003	chr11_41012720_-:chr11_41012820_+	intragenic	_			NA
BRE003	chr11_45978389_+:chr11_45990318_-	intragenic	_			NA
BRE003	chr11_56388823_+:chr11_56409098_-	intergenic	_			NA
BRE003	chr11_61323143_+:chr11_61334999_-	intragenic	_			NA
BRE003	chr11_61442347_+:chr11_61451905_-	gene_intergenic	_			NA
BRE003	chr11_66653103_+:chr11_66730109_-	gene_intergenic	_			NA
BRE003	chr11_80587653_+:chr11_80591317_-	intergenic	_			NA
BRE003	chr11_95438385_+:chr11_95662312_-	intergenic	_			NA
BRE003	chr11_101445827_-:chr11_101445868_+	intragenic	_			NA
BRE003	chr11_106733857_-:chr11_106734267_+	intragenic	_			NA
BRE003	chr11_117125087_+:chr11_117125198_-	intragenic	_			NA
BRE003	chr11_131587234_+:chr11_131597185_-	intragenic	_			NA
BRE003	chr11_133491366_+:chr11_133501471_-	intergenic	_			NA
BRE003	chr12_11424385_-:chr12_11424934_+	intergenic	_			NA
BRE003	chr12_19260290_-:chr12_19260334_+	intergenic	_			NA
BRE003	chr17_27661380_-:chr12_29462415_+	gene_intergenic	_			NA
BRE003	chr12_31409528_-:chr12_31412087_+	intergenic	_			NA
BRE003	chr12_46606691_-:chr12_82421680_+	intergenic	_			NA
BRE003	chr12_70017977_-:chr12_70018017_+	intergenic	_			NA
BRE003	chr12_86699346_-:chr12_86699381_+	intragenic	_			NA
BRE003	chr12_126634778_-:chr12_126635180_+	intergenic	_			NA
BRE003	chr12_129005306_-:chr12_129005352_+	intragenic	_			NA
BRE003	chrX_123712998_-:chr12_132311899_+	intergenic	_			NA
BRE003	chr12_132616906_+:chr12_133326525_-	intergenic	_			NA
BRE003	chr13_60472225_-:chr13_60472310_+	intragenic	_			NA
BRE003	chr13_75734497_-:chr13_75734535_+	intergenic	_			NA
BRE003	chr13_84986122_+:chr13_84987670_-	intergenic	_			NA
BRE003	chr14_20937475_-:chr14_93775917_-	gene_gene	_			NA
BRE003	chr14_20937488_+:chr14_93775917_+	gene_gene	_			NA
BRE003	chr14_28363335_+:chr14_28368779_-	intergenic	_			NA
BRE003	chr14_30337286_+:chr14_30338972_-	intragenic	_			NA
BRE003	chr14_50992253_+:chr14_51042786_-	gene_intergenic	_			NA
BRE003	chr14_59089678_-:chr14_59089728_+	intergenic	_			NA
BRE003	chr14_60147911_+:chr14_60163393_-	intragenic	_			NA
BRE003	chr14_69283132_+:chr14_69297420_-	intergenic	_			NA
BRE003	chr14_73957319_-:chr14_73959219_+	intragenic	_			NA
BRE003	chr14_74737696_+:chr14_74752199_+	gene_intergenic	_			NA
BRE003	chr15_25321990_-:chr15_25445596_+	intragenic	_			NA
BRE003	chr15_61992069_+:chr15_62007259_-	intragenic	_			NA
BRE003	chr15_64492244_+:chr15_64502049_-	intragenic	_			NA
BRE003	chr15_69718184_+:chr15_73096011_-	intergenic	_			NA
BRE003	chr15_84316297_+:chr15_84317541_-	intergenic	_			NA
BRE003	chr15_91557738_-:chr15_91558088_+	intragenic	_			NA
BRE003	chr16_1499239_+:chr16_1543475_-	gene_intergenic	_			NA
BRE003	chr16_1625484_+:chr16_1631248_-	intragenic	_			NA
BRE003	chr16_5599695_+:chr16_5605649_-	intragenic	_			NA
BRE003	chr16_5621662_+:chr16_5625171_-	intragenic	_			NA
BRE003	chr16_7655015_+:chr16_7657362_-	intragenic	_			NA
BRE003	chr16_8179783_+:chr16_8200306_-	intergenic	_			NA
BRE003	chr16_12377302_+:chr16_12389361_-	intragenic	_			NA
BRE003	chr16_15607460_-:chr16_15708358_+	intragenic	_			NA
BRE003	chr16_21165522_-:chr16_21165571_+	intragenic	_			NA
BRE003	chr16_23788392_+:chr16_23802892_-	intergenic	_			NA
BRE003	chr16_34808592_+:chr16_34808715_-	intergenic	_			NA
BRE003	chr16_56913638_+:chr16_56914471_-	intragenic	_			NA
BRE003	chr16_58191010_-:chr16_58191050_+	intragenic	_			NA
BRE003	chr16_68309120_+:chr16_68385385_-	gene_gene	_			NA
BRE003	chr16_68692775_+:chr16_68711726_-	intragenic	_			NA
BRE003	chr16_88591623_+:chr16_88616150_-	gene_intergenic	_			NA
BRE003	chr17_29653810_+:chr17_29665353_-	intragenic	_			NA
BRE003	chr17_36962390_+:chr17_37037365_-	gene_intergenic	simple_hidden_frame	chr17_36962390_+:chr17_37037365_-	simple	1
BRE003	chr17_47967535_+:chr19_58944235_-	intergenic	_			NA
BRE003	chr17_51525744_+:chr17_51540095_-	intergenic	_			NA
BRE003	chr17_57895750_+:chr17_57899762_-	intragenic	_			NA
BRE003	chr17_67176856_+:chr17_67184862_-	intragenic	_			NA
BRE003	chr18_2642641_+:chr18_3738761_-	intergenic	_			NA
BRE003	chr18_3505536_+:chr18_3533365_-	intragenic	_			NA
BRE003	chr18_3725043_-:chr18_3725416_+	intragenic	_			NA
BRE003	chr18_19278481_-:chr18_19278589_+	intragenic	_			NA
BRE003	chr18_23460749_+:chr18_23461862_+	intergenic	_			NA
BRE003	chr18_23460987_-:chr18_23460995_-	intergenic	_			NA
BRE003	chr18_37295028_-:chr18_37295467_-	intragenic	_			NA
BRE003	chr18_37295082_+:chr18_37295172_+	intragenic	_			NA
BRE003	chr18_64708041_+:chr18_64722901_-	intergenic	_			NA
BRE003	chr19_10039594_+:chr19_10050635_-	gene_intergenic	_			NA
BRE003	chr19_13088914_+:chr19_13104657_-	intergenic	_			NA
BRE003	chr19_19437516_+:chr19_19439563_-	intragenic	_			NA
BRE003	chr19_38234725_+:chr19_38237271_-	intragenic	_			NA
BRE003	chr19_43192043_+:chr19_43192257_-	intergenic	_			NA
BRE003	chr19_44169035_+:chr19_44412605_-	gene_intergenic	simple_fusion_gene	chr19_44169035_+:chr19_44412605_-	simple	2
BRE003	chr20_13300635_+:chr20_13309165_-	intragenic	_			NA
BRE003	chr20_60859126_+:chr20_60891103_-	intergenic	_			NA
BRE003	chr21_15529120_+:chr21_15530630_-	intragenic	_			NA
BRE003	chr21_33816996_+:chr21_33887001_-	intragenic	_			NA
BRE003	chr21_34790317_-:chr21_34790363_+	intragenic	_			NA
BRE003	chr21_36344835_+:chr21_36354014_-	intragenic	_			NA
BRE003	chr21_36570680_+:chr21_36586545_-	intragenic	_			NA
BRE003	chr22_22749762_-:chr22_22749892_+	gene_intergenic	_			NA
BRE003	chr22_25831160_+:chr22_25839444_-	intergenic	_			NA
BRE003	chr22_26267093_+:chr22_26310353_-	intragenic	_			NA
BRE003	chr22_42591152_-:chr22_42591188_+	intragenic	_			NA
BRE003	chr22_47894057_-:chr22_47894093_+	intergenic	_			NA
BRE003	chrX_29366964_-:chrX_29366999_+	intragenic	_			NA
BRE003	chrX_50398656_-:chrX_50398690_+	intragenic	_			NA
BRE003	chrX_71565379_+:chrX_71585025_-	intragenic	_			NA
BRE003	chrX_84932962_-:chrX_84933044_+	intergenic	_			NA
BRE003	chrX_86686679_+:chrX_86693529_-	intergenic	_			NA
BRE003	chrX_98472724_-:chrX_98472804_+	intergenic	_			NA
BRE003	chrX_101791201_+:chrX_101802388_-	intergenic	_			NA
BRE003	chrX_105190668_-:chrX_153730204_+	gene_intergenic	_			NA
BRE003	chrX_130003725_+:chrX_131569697_-	gene_gene	_			NA
L24	chr1_25200101_-:chr1_25200135_+	intergenic	_			NA
L24	chr1_82760995_+:chr1_82763099_-	intergenic	_			NA
L24	chr1_202895614_-:chr1_202896332_+	intragenic	_			NA
L24	chr1_215147897_-:chr1_215163114_+	intergenic	_			NA
L24	chr2_58916648_-:chr2_58918363_+	intragenic	_			NA
L24	chr2_100513036_-:chr2_100519009_+	intragenic	_			NA
L24	chr21_9896550_-:chr2_133019068_-	intergenic	_			NA
L24	chr2_139134484_-:chr2_139134528_+	intergenic	_			NA
L24	chr2_151645681_+:chr2_151645764_-	intergenic	_			NA
L24	chr2_174974306_+:chr2_174974421_-	intragenic	_			NA
L24	chr16_89486423_-:chr2_210900502_-	gene_gene	_			NA
L24	chr12_40476795_-:chr3_77048846_+	intergenic	_			NA
L24	chr3_80302628_-:chr3_80302690_+	intergenic	_			NA
L24	chr3_81131874_-:chr3_83207100_+	gene_intergenic	_			NA
L24	chr15_55346211_+:chr3_154771739_+	intergenic	_			NA
L24	chr15_55290453_-:chr3_154951054_-	intergenic	_			NA
L24	chr3_160399209_-:chr3_160399264_+	intergenic	_			NA
L24	chr14_35263866_+:chr3_179183636_+	gene_intergenic	_			NA
L24	chr14_90700570_+:chr3_179183856_-	intergenic	_			NA
L24	chr4_21592716_+:chr4_22128652_-	gene_gene	_			NA
L24	chr4_21593046_-:chr4_22318956_-	gene_gene	_			NA
L24	chr4_21604850_+:chr4_21619622_-	intragenic	_			NA
L24	chr4_21604943_-:chr4_22164410_+	gene_gene	_			NA
L24	chr4_22128571_+:chr4_28727425_+	intergenic	_			NA
L24	chr4_71530178_+:chr4_72475989_-	gene_intergenic	_			NA
L24	chr4_116501761_-:chr4_116516361_+	intergenic	_			NA
L24	chr6_23194643_+:chr22_29065808_-	intergenic	_			NA
L24	chr9_26890288_-:chr6_44180565_+	intergenic	_			NA
L24	chr9_26875477_-:chr6_44180705_-	intergenic	_			NA
L24	chr6_45592790_+:chr6_48026879_-	intergenic	_			NA
L24	chr6_45592807_+:chr6_48026451_+	gene_gene	_			NA
L24	chr6_45593935_+:chr6_48026646_+	gene_gene	_			NA
L24	chr6_45594062_-:chr6_45594231_-	intragenic	_			NA
L24	chr6_48022593_+:chr6_48023106_-	intragenic	_			NA
L24	chr6_48022691_+:chr6_80105716_+	gene_intergenic	_			NA
L24	chr6_48023100_-:chr6_48026779_-	intragenic	_			NA
L24	chr7_2061698_-:chr6_48023742_+	gene_gene	_			NA
L24	chr6_48026463_+:chr6_48026818_-	intragenic	_			NA
L24	chr7_2044346_+:chr6_48026490_+	gene_intergenic	_			NA
L24	chr6_48026606_-:chr6_48026817_-	intragenic	_			NA
L24	chr6_48026815_-:chr6_48257575_+	intergenic	_			NA
L24	chr14_36996235_-:chr6_58460063_+	intergenic	_			NA
L24	chr6_58475855_+:chr6_76905900_+	intergenic	_			NA
L24	chr6_58481390_-:chr6_58485942_-	intergenic	_			NA
L24	chr6_80629551_-:chr6_162508817_+	gene_gene	_			NA
L24	chr6_93650357_-:chr6_93650985_+	intergenic	_			NA
L24	chr6_159963462_-:chr6_160013286_+	intergenic	_			NA
L24	chr7_1408914_+:chr7_5662936_-	intergenic	_			NA
L24	chr7_15276611_-:chr7_15410040_-	intragenic	_			NA
L24	chr7_15276872_+:chr7_15428348_-	intragenic	_			NA
L24	chr7_42950844_-:chr7_42951626_+	intragenic	_			NA
L24	chr7_43804181_-:chr7_43804825_+	intragenic	_			NA
L24	chr7_49272059_-:chr7_49333825_+	gene_intergenic	_			NA
L24	chr7_102671218_-:chr7_102671258_+	intragenic	_			NA
L24	chr7_113207548_-:chr7_113225913_-	intergenic	_			NA
L24	chr7_113207908_+:chr7_113226570_+	intergenic	_			NA
L24	chr8_10827711_-:chr8_19238927_-	gene_gene	_			NA
L24	chr8_14204027_-:chr8_14204060_+	intragenic	_			NA
L24	chr8_18893105_-:chr8_123614478_-	intergenic	_			NA
L24	chr8_19201531_+:chr8_30357139_-	gene_gene	_			NA
L24	chr8_19220808_-:chr8_19220902_-	intragenic	_			NA
L24	chr8_19220869_+:chr8_130243730_-	intergenic	_			NA
L24	chr8_19220904_+:chr8_120409227_-	intergenic	_			NA
L24	chr8_30035605_+:chr8_121739211_+	gene_gene	_			NA
L24	chr8_30286610_+:chr17_39273510_-	intergenic	_			NA
L24	chr8_30968432_-:chr8_33945192_-	gene_intergenic	_			NA
L24	chr8_30982583_+:chr17_36010980_-	gene_gene	_			NA
L24	chr8_30990137_-:chr8_33565337_+	gene_gene	_			NA
L24	chr8_30991404_+:chr17_35781892_-	gene_gene	simple_fusion_gene	chr8_30991404_+:chr17_35781892_-	simple	1
L24	chr8_31053140_+:chr17_31658261_-	intergenic	_			NA
L24	chr8_31057513_-:chr8_33945828_+	intergenic	_			NA
L24	chr8_31058528_+:chr17_31622374_+	gene_intergenic	_			NA
L24	chr8_31059241_-:chr8_33049838_+	intergenic	_			NA
L24	chr8_31060065_+:chr8_33102451_+	intergenic	_			NA
L24	chr8_31064549_+:chr8_35927256_-	intergenic	_			NA
L24	chr8_31263682_+:chr17_31944670_-	gene_intergenic	_			NA
L24	chr17_31951863_+:chr8_33048636_-	gene_intergenic	_			NA
L24	chr8_33100561_-:chr17_35973507_+	gene_intergenic	_			NA
L24	chr17_31646617_-:chr8_33104113_+	intergenic	_			NA
L24	chr17_31973453_-:chr8_33106121_-	intergenic	_			NA
L24	chr17_31621275_+:chr8_33966969_-	gene_intergenic	_			NA
L24	chr17_31647995_-:chr8_35306054_+	intergenic	_			NA
L24	chr8_38510120_-:chr8_111027034_+	intergenic	_			NA
L24	chr8_62835254_-:chr8_62845554_+	intragenic	_			NA
L24	chr8_62837784_+:chr8_62846388_-	intragenic	_			NA
L24	chr19_52475871_+:chr8_98070198_+	gene_gene	_			NA
L24	chr8_113818089_-:chr8_114462300_+	intergenic	_			NA
L24	chr8_118326434_+:chr8_130259817_+	intergenic	_			NA
L24	chr8_120401157_-:chr8_120403645_+	intergenic	_			NA
L24	chr8_130238083_+:chr8_138974014_-	gene_gene	_			NA
L24	chr21_33149295_+:chr8_146303874_-	intergenic	_			NA
L24	chr9_9248860_-:chr9_9252096_+	intragenic	_			NA
L24	chr9_9325035_-:chr9_9332217_+	intragenic	_			NA
L24	chr9_9439078_-:chr9_9538943_+	intragenic	_			NA
L24	chr9_21974368_-:chr9_22082553_+	gene_gene	_			NA
L24	chr9_26384689_+:chr9_26385201_+	intergenic	_			NA
L24	chr9_26384700_+:chr9_26385200_+	intergenic	_			NA
L24	chr9_26509350_+:chrX_71838484_+	gene_intergenic	_			NA
L24	chr9_26515743_-:chr9_26525329_-	intergenic	_			NA
L24	chr9_26520615_+:chr9_26539297_+	intergenic	_			NA
L24	chr9_26525549_+:chr9_26559291_-	intergenic	_			NA
L24	chr9_26538732_-:chr9_26560036_+	intergenic	_			NA
L24	chr9_36105426_-:chr9_36138149_+	gene_gene	_			NA
L24	chr10_14393768_-:chr10_14395668_+	intragenic	_			NA
L24	chr10_64138204_-:chr10_64203314_+	intragenic	_			NA
L24	chr10_121231073_-:chr10_121231112_+	intergenic	_			NA
L24	chr11_47516099_+:chr11_47516165_-	intragenic	_			NA
L24	chr11_70136246_-:chr11_70136281_+	intragenic	_			NA
L24	chr11_95822172_-:chr11_95843355_+	intragenic	_			NA
L24	chr11_95822324_+:chr11_98554450_+	gene_gene	_			NA
L24	chr11_95842939_-:chr11_130090872_+	intergenic	_			NA
L24	chr11_99117469_+:chr11_101319598_-	intergenic	_			NA
L24	chr14_36084996_-:chr11_99117520_+	intergenic	_			NA
L24	chr11_99117524_+:chr11_99117568_+	intragenic	_			NA
L24	chr11_99117544_+:chr11_129821023_+	gene_gene	_			NA
L24	chr14_89400543_+:chr11_99117545_+	intergenic	_			NA
L24	chr11_99117615_-:chr11_99117682_+	intragenic	_			NA
L24	chr11_99117653_+:chr11_99117700_-	intragenic	_			NA
L24	chr11_99117675_+:chr11_101319217_-	intergenic	_			NA
L24	chr14_42811623_+:chr11_99117690_-	gene_intergenic	_			NA
L24	chr14_37782388_-:chr11_99117708_-	gene_intergenic	_			NA
L24	chr14_91678572_-:chr11_99117731_-	gene_intergenic	_			NA
L24	chr11_99117746_-:chr11_101319134_-	gene_intergenic	_			NA
L24	chr14_36384987_+:chr11_99117752_-	gene_gene	_			NA
L24	chr14_40187703_-:chr11_99117767_-	gene_intergenic	_			NA
L24	chr11_99117788_-:chr11_101319103_+	gene_intergenic	_			NA
L24	chr14_38641372_-:chr11_99438688_+	intergenic	_			NA
L24	chr14_37784562_+:chr11_99446449_-	gene_gene	_			NA
L24	chr14_36979281_-:chr11_99835465_-	gene_gene	_			NA
L24	chr14_44850081_+:chr11_99835691_+	gene_gene	_			NA
L24	chr14_35254522_-:chr11_99840604_-	gene_gene	_			NA
L24	chr14_20657257_+:chr11_100034426_+	intergenic	_			NA
L24	chr14_89170420_-:chr11_100698709_+	intergenic	_			NA
L24	chr14_42811806_-:chr11_101319102_+	intergenic	_			NA
L24	chr11_101659941_-:chr11_101661834_-	intragenic	_			NA
L24	chr14_91819045_-:chr11_101843760_+	intergenic	_			NA
L24	chr14_34299004_+:chr11_101847068_-	gene_intergenic	_			NA
L24	chr14_39393514_+:chr11_103049559_-	gene_intergenic	_			NA
L24	chr14_44929638_+:chr11_103500680_+	gene_intergenic	_			NA
L24	chr11_103510061_-:chr11_103510496_-	intergenic	_			NA
L24	chr14_41522443_+:chr11_103510259_+	intergenic	_			NA
L24	chr11_106188192_-:chr11_106188233_+	intergenic	_			NA
L24	chr11_106896577_+:chr11_107949628_-	gene_intergenic	_			NA
L24	chr14_21743578_+:chr11_107699732_-	intergenic	_			NA
L24	chr14_38511450_-:chr11_107812773_-	gene_gene	_			NA
L24	chr14_91948140_+:chr11_107949937_+	gene_gene	_			NA
L24	chr11_110580551_-:chr11_111439574_+	intergenic	_			NA
L24	chr14_38118140_+:chr11_111992291_+	intergenic	_			NA
L24	chr14_31059438_+:chr11_111999824_-	gene_gene	_			NA
L24	chr14_38520355_-:chr11_112030326_+	gene_gene	_			NA
L24	chr14_38126366_-:chr11_112049286_-	gene_intergenic	_			NA
L24	chr14_33075752_-:chr11_112639888_+	gene_intergenic	_			NA
L24	chr14_30240384_+:chr11_113595986_-	gene_intergenic	_			NA
